X1,X2,X3,X4,X5,X6,X7,X8,Label,,,
0.21171,0.23593,0.30288,0.29049,0.25985,0.2595,0.023528,0.012488,4,,,
0.15008,0.17034,0.36001,0.28625,0.22862,0.22962,0.058048,0.029181,4,,,
0.14684,0.15622,0.30373,0.26151,0.21028,0.20908,0.043697,0.027153,4,,,
0.073554,0.076841,0.10224,0.10473,0.091347,0.091488,0.0064725,0.0067855,4,,,
0.13676,0.19,0.35615,0.32996,0.23978,0.23883,0.053663,0.028974,4,,,
0.16707,0.18735,0.26685,0.26212,0.2249,0.2246,0.027386,0.018292,4,,,
0.15494,0.15287,0.23869,0.25749,0.19736,0.19688,0.02276,0.028027,4,,,
0.079166,0.077511,0.10335,0.10369,0.092176,0.092204,0.0062472,0.0070926,4,,,
0.23903,0.21558,0.34107,0.32947,0.2709,0.27109,0.020467,0.024501,4,,,
0.24722,0.23165,0.33046,0.32738,0.27854,0.27926,0.01944,0.026438,4,,,
0.23297,0.22896,0.32309,0.31199,0.26949,0.2697,0.022496,0.020607,4,,,
0.1901,0.22581,0.38185,0.3428,0.2791,0.28011,0.04932,0.029259,4,,,
0.10966,0.11004,0.19322,0.18683,0.15285,0.15242,0.022628,0.0197,4,,,
0.14033,0.17632,0.36846,0.27432,0.21337,0.21343,0.04968,0.024063,4,,,
0.22273,0.23959,0.31364,0.316,0.27442,0.27431,0.023483,0.019633,4,,,
0.13727,0.12272,0.26468,0.24822,0.19174,0.19197,0.032597,0.033105,4,,,
0.19202,0.19863,0.25251,0.25265,0.22316,0.22382,0.016409,0.014499,4,,,
0.18777,0.19979,0.27185,0.25935,0.22867,0.22838,0.021488,0.014728,4,,,
0.068556,0.10076,0.17193,0.16027,0.13197,0.13162,0.02515,0.017789,4,,,
0.14295,0.15876,0.28018,0.22547,0.19932,0.19846,0.03678,0.017449,4,,,
0.12897,0.15004,0.30634,0.24038,0.19456,0.19265,0.035934,0.025081,4,,,
0.18541,0.20899,0.32538,0.3023,0.26992,0.27025,0.026415,0.022373,4,,,
0.18981,0.17492,0.29018,0.27148,0.23516,0.23543,0.030705,0.026514,4,,,
0.13306,0.16298,0.28161,0.25709,0.21003,0.21096,0.03942,0.023829,4,,,
0.16121,0.16977,0.29396,0.26095,0.21738,0.21667,0.033335,0.023353,4,,,
0.23737,0.25588,0.36684,0.32445,0.28447,0.28418,0.027064,0.017408,4,,,
0.24613,0.24093,0.37641,0.35287,0.28176,0.28194,0.028324,0.022011,4,,,
0.23565,0.23586,0.35596,0.33998,0.27914,0.27899,0.030371,0.025304,4,,,
0.24185,0.2414,0.35797,0.33763,0.28333,0.28308,0.02601,0.021846,4,,,
0.24614,0.26153,0.40638,0.33553,0.29788,0.29765,0.037922,0.020676,4,,,
0.20165,0.17978,0.33663,0.33039,0.25264,0.25163,0.04113,0.035147,4,,,
